         1970505 function calls (1955392 primitive calls) in 100.404 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 io_adapter.py:115(OutputAdapter)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 lists.py:417(TupleVariable)
        1    0.000    0.000    0.000    0.000 sets.py:2157(SymmetricDifference)
        3    0.000    0.000    0.000    0.000 orderings.py:156(__init__)
        1    0.000    0.000    0.000    0.000 inference.py:252(KB)
        1    0.000    0.000    0.000    0.000 singleton.py:89(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:1469(andre)
        1    0.000    0.000    0.000    0.000 containers.py:334(OrderedSet)
        1    0.000    0.000    0.000    0.000 misc.py:270(InspectSignatureVariable)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:11(SparseNDimArray)
        1    0.000    0.000    0.000    0.000 polyoptions.py:322(Sort)
        1    0.000    0.000    0.000    0.000 hyper.py:1109(HyperRep_sinasin)
        1    0.000    0.000    0.000    0.000 cnf.py:109(AND)
        1    0.000    0.000    0.000    0.000 relational.py:1143(LessThan)
        1    0.000    0.000    0.000    0.000 functions.py:151(Where)
        2    0.000    0.000    0.000    0.000 __init__.py:54(__getattr__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 text.py:6(TextBackend)
        1    0.000    0.000    0.000    0.000 dicts.py:257(DefaultDictVariable)
        1    0.000    0.000    0.000    0.000 hyper.py:1002(HyperRep_sqrts1)
        1    0.000    0.000    0.000    0.000 numbers.py:1635(divisor_sigma)
        1    0.000    0.000    0.000    0.000 numbers.py:2857(NegativeOne)
        1    0.000    0.000    0.000    0.000 _dtypes.py:14(generic)
        1    0.000    0.000    0.000    0.000 _rules.py:42(_MissingCustomSymbolicFunction)
        1    0.000    0.000    0.000    0.000 ps_roi_align.py:62(PSRoIAlign)
        1    0.000    0.000    0.000    0.000 tensor.py:770(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(SineTransform)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:233(<lambda>)
        1    0.000    0.000    0.000    0.000 facts.py:257(Prover)
        1    0.000    0.000    0.000    0.000 request.py:2399(ftpwrapper)
        4    0.000    0.000    0.000    0.000 math2.py:42(_mathfun)
        1    0.000    0.000    0.000    0.000 ssd.py:466(SSDFeatureExtractorVGG)
        1    0.000    0.000    0.000    0.000 polynomials.py:561(chebyshevu)
        1    0.000    0.000    0.000    0.000 hyper.py:1031(HyperRep_sqrts2)
        1    0.000    0.000    0.000    0.000 hyper.py:1087(HyperRep_cosasin)
        1    0.000    0.000    0.000    0.000 mpelements.py:44(MPContext)
        2    0.000    0.000    0.000    0.000 facts.py:305(rules_beta)
        1    0.000    0.000    0.000    0.000 types.py:46(GuardedCode)
        1    0.000    0.000    0.000    0.000 test_operators.py:13(Realize)
        5    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:320(__init__)
        1    0.000    0.000    0.000    0.000 exporter.py:1148(Exporter)
        1    0.000    0.000    0.000    0.000 transforms.py:283(Resize)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1172(_CachingTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:69(ASPPPooling)
        1    0.000    0.000    0.000    0.000 raft.py:116(FeatureEncoder)
        1    0.000    0.000    0.000    0.000 line.py:1987(Line2D)
        1    0.000    0.000    0.000    0.000 hyper.py:1062(HyperRep_log2)
        1    0.000    0.000    0.000    0.000 function.py:818(AppliedUndef)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:793(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 descriptor.py:243(_NestedDescriptorBase)
        1    0.000    0.000    0.000    0.000 source.py:446(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:723(MapHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 boolalg.py:810(Not)
        1    0.000    0.000    0.000    0.000 symbol.py:25(Str)
        1    0.000    0.000    0.000    0.000 config.py:524(aot_inductor)
        1    0.000    0.000    0.000    0.000 misc.py:1036(NumpyVariable)
        1    0.000    0.000    0.000    0.000 line.py:1872(LinearEntity2D)
        1    0.000    0.000    0.000    0.000 line.py:2670(Ray3D)
        1    0.000    0.000    0.000    0.000 polyoptions.py:253(Expand)
        1    0.000    0.000    0.000    0.000 core.py:5(Registry)
        1    0.000    0.000    0.000    0.000 convert_frame.py:92(Tracker)
        6    0.000    0.000    0.000    0.000 _structures.py:48(__eq__)
        1    0.000    0.000    0.000    0.000 cse_main.py:345(Unevaluated)
        1    0.000    0.000    0.000    0.000 kind.py:7(MatrixKind)
        4    0.000    0.000    0.000    0.000 iterative.py:119(set_docstring)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1211(_CachedTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1199(AutogradFunctionMethodHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 pycode.py:88(<dictcomp>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:234(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:430(ExactWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 _presets.py:190(OpticalFlow)
        1    0.000    0.000    0.000    0.000 monomials.py:394(MonomialOps)
        1    0.000    0.000    0.000    0.000 polyoptions.py:571(Modulus)
        1    0.000    0.000    0.000    0.000 polynomials.py:1006(hermite)
        1    0.000    0.000    0.000    0.000 hyper.py:866(HyperRep_power1)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:680(Constraint)
        1    0.000    0.000    0.000    0.000 drop_block.py:139(DropBlock3d)
        1    0.000    0.000    0.000    0.000 _infra.py:207(Graph)
        1    0.000    0.000    0.000    0.000 series.py:1229(List2DSeries)
        1    0.000    0.000    0.000    0.000 python.py:10(PythonPrinter)
        1    0.000    0.000    0.000    0.000 gammasimp.py:467(_rf)
        1    0.000    0.000    0.000    0.000 gruntz.py:155(SubsSet)
        1    0.000    0.000    0.000    0.000 hyper.py:918(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 orderings.py:137(InverseOrder)
        1    0.000    0.000    0.000    0.000 exc.py:87(Unsupported)
        4    0.000    0.000    0.000    0.000 glob.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1697(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 polynomials.py:1210(laguerre)
        1    0.000    0.000    0.000    0.000 line.py:2429(LinearEntity3D)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:444(MatrixHomomorphism)
        1    0.000    0.000    0.000    0.000 error_functions.py:801(erfinv)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:489(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:24(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 argparse.py:1611(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 util.py:6(assoc)
        1    0.000    0.000    0.000    0.000 utilities.py:166(AlgIntPowers)
        1    0.000    0.000    0.000    0.000 polynomials.py:1108(hermite_prob)
        1    0.000    0.000    0.000    0.000 visualization.py:9(VisualizationMethods)
        1    0.000    0.000    0.000    0.000 guards.py:858(Config)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1347(ReduceOrder)
        1    0.000    0.000    0.000    0.000 equality.py:113(StrictGreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 numbers.py:1584(partition)
        1    0.000    0.000    0.000    0.000 relational.py:745(Unequality)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:204(InferenceModeVariable)
        1    0.000    0.000    0.000    0.000 device_interface.py:121(Worker)
        1    0.000    0.000    0.000    0.000 formal.py:964(Coeff)
        1    0.000    0.000    0.000    0.000 numbers.py:1702(udivisor_sigma)
        1    0.000    0.000    0.000    0.000 complexes.py:696(arg)
        1    0.000    0.000    0.000    0.000 relational.py:866(_Greater)
        1    0.000    0.000    0.000    0.000 numbers.py:3987(Catalan)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1238(__init__)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:461(StreamContextVariable)
        5    0.000    0.000    0.000    0.000 transforms.py:224(_noconds_)
        1    0.000    0.000    0.000    0.000 bessel.py:882(jn)
        1    0.000    0.000    0.000    0.000 _infra.py:49(PatchedPropertyBag)
        1    0.000    0.000    0.000    0.000 type_checkers.py:87(__init__)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:36(SphericalVoronoi)
        2    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 single.py:1562(HomogeneousCoeffSubsIndepDivDep)
        1    0.000    0.000    0.000    0.000 polynomials.py:443(chebyshevt)
        1    0.000    0.000    0.000    0.000 hyper.py:890(HyperRep_power2)
        6    0.000    0.000    0.000    0.000 conflict.py:37(<genexpr>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:170(MatrixPowerOperator)
        2    0.000    0.000    0.000    0.000 decoder.py:74(_VarintDecoder)
        1    0.000    0.000    0.000    0.000 source.py:127(GlobalWeakRefSource)
        1    0.000    0.000    0.000    0.000 source.py:144(AttrSource)
        7    0.000    0.000    0.000    0.000 _internal.py:45(<lambda>)
        9    0.000    0.000    0.000    0.000 functools.py:938(__set_name__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1157(__eq__)
        1    0.000    0.000    0.000    0.000 efficientnet.py:171(FusedMBConv)
        1    0.000    0.000    0.000    0.000 distributed.py:49(PlacementClassVariable)
        1    0.000    0.000    0.000    0.000 sets.py:2724(SetKind)
        1    0.000    0.000    0.000    0.000 facts.py:286(__init__)
        2    0.000    0.000    0.000    0.000 _jit_internal.py:875(is_pass)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:138(MutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 factorials.py:383(factorial2)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:238(<lambda>)
        1    0.000    0.000    0.000    0.000 exc.py:138(UserError)
        1    0.000    0.000    0.000    0.000 _kdtree.py:318(leafnode)
        1    0.000    0.000    0.000    0.000 formal.py:1549(FormalPowerSeriesProduct)
        1    0.000    0.000    0.000    0.000 dfm.py:18(DFM_dummy)
       10    0.000    0.000    0.000    0.000 extension.py:37(_has_ops)
        1    0.000    0.000    0.000    0.000 abstract_impl.py:13(__init__)
        1    0.000    0.000    0.000    0.000 arpack.py:988(IterOpInv)
        1    0.000    0.000    0.000    0.000 mapping.py:14(TensorDtypeMap)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:48(non_reentrant)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:1412(CheckpointHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:936(UnspecializedPythonVariable)
        1    0.000    0.000    0.000    0.000 polynomials.py:773(legendre)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:237(<lambda>)
        1    0.000    0.000    0.000    0.000 printer.py:352(_PrintFunction)
        1    0.000    0.000    0.000    0.000 relational.py:1160(StrictGreaterThan)
        1    0.000    0.000    0.000    0.000 numbers.py:3928(EulerGamma)
        1    0.000    0.000    0.000    0.000 numbers.py:2921(Half)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.000    0.000 matrices.py:747(MatrixMethods)
        1    0.000    0.000    0.000    0.000 utils.py:2023(_Anchors)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:169(FixedPointBox)
        1    0.000    0.000    0.000    0.000 vision_transformer.py:40(MLPBlock)
        1    0.000    0.000    0.000    0.000 polyutils.py:185(<listcomp>)
        2    0.000    0.000    0.000    0.000 libmpf.py:345(to_int)
        1    0.000    0.000    0.000    0.000 patcher.py:19(ONNXTorchPatcher)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:2059(_interpolate)
        1    0.000    0.000    0.000    0.000 guards.py:955(CheckFunctionManager)
        1    0.000    0.000    0.000    0.000 diagonal.py:157(DiagMatrix)
        1    0.000    0.000    0.000    0.000 equality.py:209(StrictLessThanPredicate)
        1    0.000    0.000    0.000    0.000 _interface.py:634(_ProductLinearOperator)
        7    0.000    0.000    0.000    0.000 _internal.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 entity.py:540(GeometrySet)
        1    0.000    0.000    0.000    0.000 modules.py:1339(QuotientModule)
        1    0.000    0.000    0.000    0.000 complexes.py:935(adjoint)
        1    0.000    0.000    0.000    0.000 relational.py:1178(StrictLessThan)
        1    0.000    0.000    0.000    0.000 kind.py:97(__new__)
        1    0.000    0.000    0.000    0.000 utils.py:1896(numpy_method_wrapper)
        1    0.000    0.000    0.000    0.000 request.py:1380(HTTPHandler)
        1    0.000    0.000    0.000    0.000 checkpoint.py:222(CheckpointFunction)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        1    0.000    0.000    0.000    0.000 distributed.py:156(ProcessGroupVariable)
        1    0.000    0.000    0.000    0.000 lists.py:180(RangeVariable)
        1    0.000    0.000    0.000    0.000 transforms.py:1082(LinearTransformation)
        1    0.000    0.000    0.000    0.000 __init__.py:119(_is_compiled)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        7    0.000    0.000    0.000    0.000 _internal.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 beta_functions.py:282(betainc_regularized)
        1    0.000    0.000    0.000    0.000 boolalg.py:369(BooleanFalse)
        1    0.000    0.000    0.000    0.000 boolalg.py:1324(ITE)
        1    0.000    0.000    0.000    0.000 exporter.py:1272(OnnxExporterError)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 maxvit.py:213(SwapAxes)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 python_message.py:58(GeneratedProtocolMessageType)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ssd.py:117(SSDRegressionHead)
        1    0.000    0.000    0.000    0.000 equality.py:257(LessThanPredicate)
        1    0.000    0.000    0.000    0.000 complexes.py:1086(periodic_argument)
        1    0.000    0.000    0.000    0.000 domainelement.py:6(DomainElement)
        1    0.000    0.000    0.000    0.000 transforms.py:564(RandomChoice)
        1    0.000    0.000    0.000    0.000 text_format.py:79(TextWriter)
        7    0.000    0.000    0.000    0.000 _internal.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:379(Composite)
        1    0.000    0.000    0.000    0.000 function.py:938(WildFunction)
        1    0.000    0.000    0.000    0.000 functions.py:290(IsNonOverlappingAndDenseIndicator)
        1    0.000    0.000    0.000    0.000 _rules.py:62(_MissingStandardSymbolicFunction)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:27(MaskRCNN)
        1    0.000    0.000    0.000    0.000 distributed.py:12(DistributedVariable)
        1    0.000    0.000    0.000    0.000 iter.py:29(CountIteratorVariable)
        1    0.000    0.000    0.000    0.000 sequences.py:611(SeqFormula)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:310(elliptic_pi)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:42(LeviCivita)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:76(_interpolate)
        1    0.000    0.000    0.000    0.000 mnist.py:202(FashionMNIST)
        1    0.000    0.000    0.000    0.000 coco.py:60(CocoCaptions)
        1    0.000    0.000    0.000    0.000 functions.py:251(UserMethodVariable)
        1    0.000    0.000    0.000    0.000 torch.py:203(TorchInGraphFunctionVariable)
        1    0.000    0.000    0.000    0.000 single.py:976(RationalRiccati)
        1    0.000    0.000    0.000    0.000 expr.py:226(_pow)
        1    0.000    0.000    0.000    0.000 exporter.py:562(ProtobufONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 _rules.py:206(_UnsupportedFxNodeAnalysis)
        1    0.000    0.000    0.000    0.000 ImageFont.py:704(TransposedFont)
        1    0.000    0.000    0.000    0.000 containers.py:614(UnknownFieldSet)
        1    0.000    0.000    0.000    0.000 source.py:353(TypeSource)
        1    0.000    0.000    0.000    0.000 equality.py:161(GreaterThanPredicate)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:674(Formula)
        1    0.000    0.000    0.000    0.000 solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 expr_with_limits.py:538(AddWithLimits)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 extrapolation.py:266(levin_class)
        1    0.000    0.000    0.000    0.000 libmpi.py:96(mpi_neg)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:89(_apply_params)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 lists.py:653(ListIteratorVariable)
        1    0.000    0.000    0.000    0.000 relational.py:902(GreaterThan)
        1    0.000    0.000    0.000    0.000 evalf.py:1554(EvalfMixin)
        1    0.000    0.000    0.000    0.000 single.py:839(Factorable)
        1    0.000    0.000    0.000    0.000 equality.py:69(UnequalityPredicate)
        1    0.000    0.000    0.000    0.000 pycode.py:694(<dictcomp>)
        1    0.000    0.000    0.000    0.000 operations.py:464(LatticeOp)
        1    0.000    0.000    0.000    0.000 _config_module.py:288(ContextDecorator)
        1    0.000    0.000    0.000    0.000 _rules.py:234(_OpLevelDebugging)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 decoder.py:1004(_FieldSkipper)
        2    0.000    0.000    0.000    0.000 typing.py:707(<listcomp>)
        1    0.000    0.000    0.000    0.000 single.py:1299(SeparableReduced)
        1    0.000    0.000    0.000    0.000 numpy.py:452(CuPyPrinter)
        1    0.000    0.000    0.000    0.000 hyper.py:29(TupleArg)
        1    0.000    0.000    0.000    0.000 numbers.py:2012(primenu)
        1    0.000    0.000    0.000    0.000 utils.py:324(reset)
        1    0.000    0.000    0.000    0.000 io_adapter.py:27(InputAdaptStep)
        1    0.000    0.000    0.000    0.000 transforms.py:1948(RandomAdjustSharpness)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 fcn.py:36(FCNHead)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:379(AutocastModeVariable)
        1    0.000    0.000    0.000    0.000 array_comprehension.py:344(ArrayComprehensionMap)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:103(elliptic_f)
        1    0.000    0.000    0.000    0.000 mpelements.py:28(ComplexElement)
        1    0.000    0.000    0.000    0.000 relational.py:884(_Less)
        1    0.000    0.000    0.000    0.000 cifar.py:146(CIFAR100)
        1    0.000    0.000    0.000    0.000 _interface.py:755(IdentityOperator)
        1    0.000    0.000    0.000    0.000 torch.py:631(TorchVariable)
        1    0.000    0.000    0.000    0.000 functions.py:71(BaseUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 line.py:1109(Line)
        1    0.000    0.000    0.000    0.000 cse_main.py:218(FuncArgTracker)
        1    0.000    0.000    0.000    0.000 laplace.py:1265(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 dense_ndim_array.py:132(ImmutableDenseNDimArray)
        1    0.000    0.000    0.000    0.000 polyoptions.py:522(Gaussian)
        1    0.000    0.000    0.000    0.000 _rules.py:274(_FxNodeInsertTypePromotion)
        1    0.000    0.000    0.000    0.000 convnext.py:30(LayerNorm2d)
        1    0.000    0.000    0.000    0.000 transforms.py:172(ConvertImageDtype)
        1    0.000    0.000    0.000    0.000 guards.py:863(ExprCounter)
        3    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 transforms.py:1851(RandomInvert)
        1    0.000    0.000    0.000    0.000 request.py:840(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 nested_tensor.py:296(ViewNonContiguousNestedFromBuffer)
        1    0.000    0.000    0.000    0.000 single.py:1687(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 transforms.py:1284(CosineTransform)
        1    0.000    0.000    0.000    0.000 tools.py:38(typed)
        1    0.000    0.000    0.000    0.000 polyoptions.py:361(Field)
        1    0.000    0.000    0.000    0.000 request.py:1595(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 raft.py:311(MaskPredictor)
        1    0.000    0.000    0.000    0.000 misc.py:663(MethodWrapperVariable)
        1    0.000    0.000    0.000    0.000 numbers.py:1932(mobius)
        1    0.000    0.000    0.000    0.000 numbers.py:2167(reduced_totient)
        1    0.000    0.000    0.000    0.000 _rules.py:126(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1039(_recomputation_hook)
        1    0.000    0.000    0.000    0.000 maxvit.py:226(WindowPartition)
        1    0.000    0.000    0.000    0.000 polynomials.py:290(gegenbauer)
        1    0.000    0.000    0.000    0.000 numbers.py:1893(kronecker_symbol)
       10    0.000    0.000    0.000    0.000 mpelements.py:23(<lambda>)
        1    0.000    0.000    0.000    0.000 assume.py:174(PredicateMeta)
        1    0.000    0.000    0.000    0.000 transforms.py:985(FiveCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:1579(RandomGrayscale)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:327(DisabledSavedTensorsHooksVariable)
        1    0.000    0.000    0.000    0.000 single.py:646(AlmostLinear)
        1    0.000    0.000    0.000    0.000 single.py:1107(Liouville)
        1    0.000    0.000    0.000    0.000 polynomials.py:45(jacobi)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:175(<lambda>)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 _dtypes.py:72(int8)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 transforms.py:1032(TenCrop)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 functions.py:637(TritonKernelVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:833(NumpyNdarrayVariable)
        1    0.000    0.000    0.000    0.000 line.py:2504(Line3D)
        1    0.000    0.000    0.000    0.000 _rules.py:186(_NoSymbolicFunctionForCallFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:294(_FindOperatorOverloadsInOnnxRegistry)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:43(FasterRCNN)
        1    0.000    0.000    0.000    0.000 single.py:732(Bernoulli)
        1    0.000    0.000    0.000    0.000 error_functions.py:976(erf2inv)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:1301(PrecisionManager)
        1    0.000    0.000    0.000    0.000 _ndarray.py:47(Flags)
        1    0.000    0.000    0.000    0.000 _rules.py:92(_OperatorSupportedInNewerOpsetVersion)
        1    0.000    0.000    0.000    0.000 _infra.py:163(StackFrame)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:22(PaletteFile)
        1    0.000    0.000    0.000    0.000 series.py:1608(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 misc.py:687(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 numbers.py:1774(legendre_symbol)
        1    0.000    0.000    0.000    0.000 rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rules.py:166(_FxPass)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:83(RankFilter)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 single.py:912(RiccatiSpecial)
        1    0.000    0.000    0.000    0.000 formal.py:1619(FormalPowerSeriesCompose)
        1    0.000    0.000    0.000    0.000 transforms.py:60(Compose)
        1    0.000    0.000    0.000    0.000 transforms.py:107(ToTensor)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 series.py:28(IntervalMathPrinter)
        7    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
        1    0.000    0.000    0.000    0.000 user_defined.py:622(KeyedJaggedTensorVariable)
        2    0.000    0.000    0.000    0.000 core.py:47(condition)
        1    0.000    0.000    0.000    0.000 transforms.py:1915(RandomSolarize)
        1    0.000    0.000    0.000    0.000 transforms.py:2012(RandomEqualize)
        1    0.000    0.000    0.000    0.000 utils.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:606(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 polyoptions.py:616(Auto)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:67(_apply_params)
        1    0.000    0.000    0.000    0.000 base.py:23(ParentsTracker)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 tensor.py:958(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 logic.py:401(Not)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 guards.py:872(Replacer)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        9    0.000    0.000    0.000    0.000 typing.py:1149(cast)
        1    0.000    0.000    0.000    0.000 single.py:1932(NthOrderReducible)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:885(MeijerFormula)
        1    0.000    0.000    0.000    0.000 modules.py:1005(SubQuotientModule)
        1    0.000    0.000    0.000    0.000 polynomials.py:1320(assoc_laguerre)
        1    0.000    0.000    0.000    0.000 numbers.py:2225(primepi)
        1    0.000    0.000    0.000    0.000 transforms.py:143(PILToTensor)
        1    0.000    0.000    0.000    0.000 checkpoint.py:803(_CheckpointFrame)
        1    0.000    0.000    0.000    0.000 googlenet.py:40(QuantizableInception)
        1    0.000    0.000    0.000    0.000 fancysets.py:139(Naturals0)
        1    0.000    0.000    0.000    0.000 numbers.py:2117(totient)
        1    0.000    0.000    0.000    0.000 _rules.py:146(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 base.py:85(MutableLocal)
        1    0.000    0.000    0.000    0.000 googlenet.py:50(QuantizableInceptionAux)
        1    0.000    0.000    0.000    0.000 raft.py:74(BottleneckBlock)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:365(split_symbols_custom)
        1    0.000    0.000    0.000    0.000 single.py:572(FirstLinear)
        1    0.000    0.000    0.000    0.000 determinant.py:72(Permanent)
        1    0.000    0.000    0.000    0.000 rootoftools.py:37(_pure_key_dict)
        1    0.000    0.000    0.000    0.000 bessel.py:742(hankel1)
        1    0.000    0.000    0.000    0.000 hyper.py:937(HyperRep_atanh)
        3    0.000    0.000    0.000    0.000 libmpf.py:663(mpf_neg)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(RandomPosterize)
        1    0.000    0.000    0.000    0.000 request.py:1480(FileHandler)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:344(FastRCNNPredictor)
